source,translation_reference,translation_hypothesis,sentence_bleu_score
"Siempre he credo que si uno se arriesga, si uno toma riesgos, que en esos riesgos hay oportunidades.","What I always believe  is that if you take chances, if you take risks,  that in those risks will come opportunity.","I have always believed that if one takes risks, that in those risks there are opportunities.",0.20514137305744243
Creo que cuando uno saca a la gente de eso los est empujando al fracaso.,"I believe that when you push people away from that,  you're pushing them more towards failure.","I think when you get people out of that, you're pushing them to failure.",0.2028288486778215
Creo que cuando uno entrena a sus empleados en la aversin al riesgo est preparando a toda su empresa para carecer de recompensas.,"I believe that when you train your employees to be risk averse,  then you're preparing your whole company  to be reward challenged.","I think that when you train your employees at risk, you're preparing your entire company to lack rewards.",0.29963847019163087
Siento que lo que tiene que suceder para avanzar es que tenemos que animar a la gente a arriesgarse.,I feel like that what has to happen moving forward  is we need to encourage people to take risks.,I feel that what has to happen to move forward is that we have to encourage people to take risks.,0.4797543511401896
Tenemos que animar a la gente a que no tenga miedo de las oportunidades que pueden asustarlos.,We need to encourage people to not be afraid  of opportunities that may scare them.,We have to encourage people not to be afraid of the opportunities that can frighten them.,0.43472087194499137
"En ltima instancia, avanzar, creo que tenemos que darle lugar al miedo.","Ultimately, moving forward,  I think we have to embrace fear.","Ultimately, move forward, I think we need to give rise to fear.",0.24384183193426084
Tenemos que poner a ese oso en una jaula.,We've got to put that bear in a cage.,We have to put that bear in a cage.,0.7259795291154771
Abracemos el miedo. Abracemos el riesgo.,Embrace fear. Embrace risk.,"Let's embrace fear, let's embrace risk.",0.6389431042462724
"De a una cucharada a la vez, tenemos que abrazar el riesgo.","One big spoonful at a time, we have to embrace risk.","One tablespoon at a time, we have to embrace the risk.",0.6076795808137692
"Y, en definitiva, tenemos que albergar a la transparencia.","And ultimately, we have to embrace transparency.","And, ultimately, we have to house transparency.",0.4347208719449914
Hoy ms que nunca un poco de honestidad va a recorrer un largo camino.,"Today, more than ever,  a little honesty is going to go a long way.",Today more than ever a little honesty is going to go a long way.,0.7272454093000141
"Y dicho esto, con honestidad y transparencia, toda mi charla ""Abracemos la Transparencia"" ha sido presentada por mis buenos amigos de EMC quienes por $7.100 compraron los derechos del nombre en Ebay.","And that being said, through honesty and transparency,  my entire talk, ""Embrace Transparency,""  has been brought to you  by my good friends at EMC,  who for $7,100  bought the naming rights on eBay.","And said this, honestly and transparently, all my talk ""Let's Open Transparency"" has been presented by my good friends at EMC who for $7,100 bought the name rights on Ebay.",0.2539366176008952
EMC: Convirtiendo grandes datos en grandes oportunidades para empresas de todo el mundo.,EMC: Turning big data  into big opportunity  for organizations all over the world.,EMC: Turning big data into big opportunities for companies around the world.,0.44462966469165144
"EMC presenta ""Abracemos la Transparencia"".","EMC presents: ""Embrace Transparency.""","EMC presents ""Let's Open Transparency.""",0.7952707287670506
Muchas gracias gente.,"Thank you very much, guys.","Thank you very much, people.",0.668740304976422
"June Cohen: Entonces, Morgan, en nombre de la transparencia, que sucedi exactamente con esos $7.100?","June Cohen: So, Morgan,  in the name of transparency,  what exactly happened to that $7,100?","June Cohen: So, Morgan, in the name of transparency, what exactly happened to those $7,100?",0.8666415730847504
MS: Es una pregunta excepcional.,MS: That is a fantastic question.,MS: It's an exceptional question.,0.6511126026643229
"En mi bolsillo tengo un cheque a nombre de la organizacin matriz de TED, la Fundacin Sapling, un cheque por $7.100 para ser aplicado a mi asistencia para TED del ao prximo.","I have in my pocket a check  made out to the parent organization to the TED organization,  the Sapling Foundation --  a check for $7,100  to be applied toward my attendance for next year's TED.","In my pocket I have a check on behalf of TED's parent organization, the Sapling Foundation, a check for $7,100 to be applied to my next year's TED assistance.",0.26401370761558773
La idea detrs del gusano informtico Stuxnet es en realidad muy simple.,The idea behind the Stuxnet computer worm  is actually quite simple.,The idea behind the information worm Stuxnet is actually very simple.,0.3087818953963449
No queremos que Irn obtenga la bomba nuclear.,We don't want Iran to get the bomb.,We don't want Irn to get the nuclear bomb.,0.5773502691896257
Su mayor activo para desarrollar armas nucleares es la planta de enriquecimiento de Uranio en Natanz.,Their major asset for developing nuclear weapons  is the Natanz uranium enrichment facility.,Its largest asset in the development of nuclear weapons is the Uranium enrichment plant in Natanz.,0.16943571815930883
Las cajas grises que ven son sistemas de control en tiempo real.,"The gray boxes that you see,  these are real-time control systems.",The gray boxes you see are real-time control systems.,0.3573880113629118
"Si logramos comprometer estos sistemas que controlan velocidades y vlvulas, podemos causar un montn de problemas con la centrfuga.","Now if we manage to compromise these systems  that control drive speeds and valves,  we can actually cause a lot of problems  with the centrifuge.","If we can compromise these systems that control speeds and valves, we can cause a montn of problems with the centrifuge.",0.45015367159455283
Las cajas grises no usan software de Windows; son de una tecnologa completamente diferente.,The gray boxes don't run Windows software;  they are a completely different technology.,Gray boxes don't use Windows software; they're from a completely different technology.,0.263558592604558
"Pero si logramos poner un virus efectivo de Windows en un ordenador porttil usado por un ingeniero para configurar esta caja gris, entonces estamos listos.","But if we manage  to place a good Windows virus  on a notebook  that is used by a maintenance engineer  to configure this gray box,  then we are in business.","But if we can put an effective Windows virus on a portable computer used by an engineer to set up this gray box, then we're ready.",0.21801941525297258
Este es el plan detrs de Stuxnet.,And this is the plot behind Stuxnet.,This is Stuxnet's after plan.,0.4482700320176827
Comenzamos con un instalador Windows.,So we start with a Windows dropper.,We start with a Windows installer.,0.43012508513132625
"La ojiva ingresa a la caja gris, daa la centrfuga, y el programa nuclear iran es demorado; misin cumplida.","The payload goes onto the gray box,  damages the centrifuge,  and the Iranian nuclear program is delayed --  mission accomplished.","The warhead enters the grey box, gives the centrifuge, and the nuclear program will be delayed; it is not fulfilled.",0.16195570128532405
"Es fcil, eh?","That's easy, huh?","It's easy, huh?",0.7598356856515925
Quiero contarles cmo descubrimos esto.,I want to tell you how we found that out.,I want to tell you how we figured this out.,0.6606328636027614
"Cuando comenzamos a investigar sobre Stuxnet hace 6 meses, el propsito era completamente desconocido.","When we started our research on Stuxnet six months ago,  it was completely unknown what the purpose of this thing was.","When we started researching Stuxnet six months ago, the propsito was completely unknown.",0.17295402073237098
"Lo nico que se saba es que es muy, muy complejo en la parte de Windows: el instalador usaba mltiples vulnerabilidades da-cero.","The only thing that was known  is it's very, very complex on the Windows part, the dropper part,  used multiple zero-day vulnerabilities.","The only thing that is known is that it is very, very complex in the Windows part: the installer used mltipples da-cero vulnerabilities.",0.19285765456537524
"Pareca querer hacer algo con estas cajas grises, estos sistemas de control.","And it seemed to want to do something  with these gray boxes, these real-time control systems.","You seem to want to do something with these gray boxes, these control systems.",0.6304329730169576
"Eso nos llam la atencin, y comenzamos un experimento en el que infectamos nuestro entorno con Stuxnet y vimos qu pasaba con esto.","So that got our attention,  and we started a lab project  where we infected our environment with Stuxnet  and checked this thing out.","That calls us attention, and we started an experiment in which we infected our environment with Stuxnet and saw what happened with this.",0.3573352482107136
Entonces pasaron cosas muy extraas.,And then some very funny things happened.,Then there was a lot of extravagant stuff going on.,0.0
"Stuxnet se comportaba como una rata de laboratorio a la que no le gustaba nuestro queso: lo ola, pero no quera comer.","Stuxnet behaved like a lab rat  that didn't like our cheese --  sniffed, but didn't want to eat.","Stuxnet behaved like a lab rat who didn't like our cheese: it smelled, but didn't want to eat.",0.5381607389335188
No tena sentido para m.,Didn't make sense to me.,It didn't make sense to me.,0.5081327481546147
"Y luego de experimentar con diferentes sabores de queso, me di cuenta, y pens: Esto es un ataque dirigido.","And after we experimented with different flavors of cheese,  I realized, well, this is a directed attack.","And after experimenting with different flavors of cheese, I realized, and I thought: This is a targeted attack.",0.40210746908120054
"Es completamente dirigido.""",It's completely directed.,"It's completely directed.""",0.7598356856515925
"El instalador est buscando activamente en la caja gris si encuentra una configuracin especfica, e incluso si el programa que est tratando de infectar est efectivamente funcionando en ese lugar:","The dropper is prowling actively  on the gray box  if a specific configuration is found,  and even if the actual program code that it's trying to infect  is actually running on that target.","The installer is actively looking in the gray box if you find a specific configuration, and even if the program you are trying to infect is actually working in that place:",0.28175162840267803
"si no, Stuxnet no hace nada.","And if not, Stuxnet does nothing.","If not, Stuxnet does nothing.",0.5475182535069453
"As que eso llam mi atencin, y comenzamos a trabajar en esto casi 24 horas al da, porque pens; ""No sabemos cul es el objetivo.""","So that really got my attention,  and we started to work on this  nearly around the clock,  because I thought, ""Well, we don't know what the target is.","So that calls my attention, and we start working on this almost 24 hours a day, because think, ""We don't know guilt is the goal.""",0.13088800354306737
"Podra ser, digamos por ejemplo, una planta de energa de EEUU, o una planta qumica en Alemania.","It could be, let's say for example,  a U.S. power plant,  or a chemical plant in Germany.","It could be, say, an American energy plant, or a chemical plant in Germany.",0.42914185496987844
Mejor que descubriramos el objetivo pronto.,"So we better find out what the target is soon.""",We'd better find the target soon.,0.36894576404130114
"Entonces extrajimos y descompilamos el cdigo de ataque, y descubrimos que estaba estructurado en 2 bombas digitales: una pequea y una grande.","So we extracted and decompiled  the attack code,  and we discovered that it's structured in two digital bombs --  a smaller one and a bigger one.","Then we extracted and decompilated the attack code, and discovered that it was structured into two digital bombs: a small one and a large one.",0.2035825896477423
Tambin vimos que estaban armados muy profesionalmente por gente que obviamente tena toda la informacin interna.,And we also saw that they are very professionally engineered  by people who obviously had all insider information.,We also saw that they were armed very professionally by people who obviously had all the internal information.,0.44219732271776674
Conocan todos los puntos por los que atacar.,They knew all the bits and bites  that they had to attack.,They know all the points for which to attack.,0.43742343691381713
Probablemente incluso sepan cunto calza el operador.,They probably even know the shoe size of the operator.,They probably even know how much the operator fits.,0.2824099048856541
As que saben todo.,So they know everything.,So they know everything.,1.0
"Y si han escuchado que el instalador de Stuxnet es complejo y de alta tecnologa, djenme decirles: la carga es muy compleja.","And if you have heard that the dropper of Stuxnet  is complex and high-tech,  let me tell you this:  the payload is rocket science.","And if you have heard that the Stuxnet installer is complex and high-tech, let me tell you: the load is very complex.",0.5041877957337026
Est muy por encima de todo lo que hayamos visto antes.,It's way above everything  that we have ever seen before.,It's way above everything we've seen before.,0.31850355294022703
Aqu ven una muestra de este cdigo de ataque.,Here you see a sample of this actual attack code.,Here's a sample of this attack code.,0.31850355294022703
Estamos hablando de alrededor de 15 mil lneas de cdigo.,"We are talking about --  around about 15,000 lines of code.",We're talking about about 15 thousand lines of code.,0.3480972619949626
Se parece bastante al viejo lenguaje ensamblador.,Looks pretty much like old-style assembly language.,It's pretty much like the old assembly language.,0.45966135761245924
Quiero contarles cmo pudimos encontrarle sentido a este cdigo.,And I want to tell you how we were able  to make sense out of this code.,I want to tell you how we could make sense of this code.,0.4583005274496634
"Lo que buscbamos al principio eran llamadas a funciones del sistema, porque sabemos lo que hacen.","So what we were looking for is, first of all, system function calls,  because we know what they do.","What we were looking for at first was called to system functions, because we know what they do.",0.39811631946890474
"Luego buscbamos temporizadores y estructuras de datos y tratbamos de relacionarlos con el mundo real, con potenciales objetivos del mundo real.",And then we were looking for timers and data structures  and trying to relate them to the real world --  to potential real world targets.,"Then we looked for timers and data structures and tried to relate them to the real world, to potential real world goals.",0.47538361687333597
Necesitamos teoras sobre destinatarios que podamos aprobar o desaprobar.,So we do need target theories  that we can prove or disprove.,We need theories about recipients that we can approve or disapprove of.,0.3087818953963449
"Para llegar a teoras sobre objetivos, recordamos que es definitivamente un sabotaje violento, debe ser un blanco valioso, y est seguramente ubicado en Irn, porque es donde la mayora de las infecciones ha sido reportada.","In order to get target theories,  we remember  that it's definitely hardcore sabotage,  it must be a high-value target  and it is most likely located in Iran,  because that's where most of the infections had been reported.","To reach theories about targets, we remember that it is definitely a violent sabotage, it must be a valuable target, and it is surely located in Irn, because it is where the majority of infections have been reported.",0.18555209289044108
No se encuentran varios miles de objetivos en ese rea.,Now you don't find several thousand targets in that area.,There are no several thousand targets in that area.,0.525624059490303
Bsicamente se reduce a la planta de energa nuclear de Bushehr y a la planta de enriquecimiento de Natanz.,It basically boils down  to the Bushehr nuclear power plant  and to the Natanz fuel enrichment plant.,It is essentially reduced to the Bushehr nuclear power plant and the Natanz enrichment plant.,0.43060929782323654
"Entonces le dije a mi asistente, ""Treme una lista de todos los expertos en centrfugas y plantas de energa entre nuestros clientes.""","So I told my assistant,  ""Get me a list of all centrifuge and power plant experts from our client base.""","Then I said to my assistant, ""Treat me a list of all the experts in centrifuges and power plants among our customers.""",0.2227227312202058
Los llam y les consult en un esfuerzo por conjugar su experiencia con lo que encontramos en cdigo y datos.,And I phoned them up and picked their brain  in an effort to match their expertise  with what we found in code and data.,I call them and consult them in an effort to combine their experience with what we find in code and data.,0.26208030986242736
Y funcion bastante bien.,And that worked pretty well.,And it worked pretty well.,0.6042750794713536
As que pudimos asociar la pequea ojiva digital con el control del rotor.,So we were able to associate  the small digital warhead  with the rotor control.,So we were able to associate the little digital warhead with rotor control.,0.5772609245203745
"El rotor es esa parte mvil dentro de la centrfuga, ese objeto negro que ven.","The rotor is that moving part within the centrifuge,  that black object that you see.","The rotor is that mvil part inside the centrifuge, that black object you see.",0.46068944149360136
"Si manejan la velocidad de este rotor, ciertamente pueden quebrarlo e incluso hacer que la centrfuga explote.","And if you manipulate the speed of this rotor,  you are actually able to crack the rotor  and eventually even have the centrifuge explode.","If you handle the speed of this rotor, you can certainly break it and even make the centrifuge explode.",0.26221399190608324
"Lo que tambin vimos es que la meta del ataque era hacerlo lento y desconcertar en un obvio esfuerzo por volver locos a los ingenieros de mantenimiento, para que no pudieran resolver esto rpidamente.","What we also saw  is that the goal of the attack  was really to do it slowly and creepy --  obviously in an effort  to drive maintenance engineers crazy,  that they would not be able to figure this out quickly.","What we also saw was that the goal of the attack was to slow it down and baffle it in an obvious effort to drive maintenance engineers crazy, so they couldn't quickly solve this.",0.3406505597097613
Intentamos descifrar la ojiva digital grande observando muy de cerca a los datos y sus estructuras.,The big digital warhead -- we had a shot at this  by looking very closely  at data and data structures.,We try to decipher the large digital warhead by closely observing the data and its structures.,0.3827415206552719
"As, por ejemplo, el nmero 164 sobresale en ese cdigo, no se puede obviar.","So for example, the number 164  really stands out in that code;  you can't overlook it.","So, for example, number 164 stands out in that code, you can't ignore it.",0.23601526009527218
"Empec a investigar literatura cientfica sobre cmo estas centrfugas son construidas en Natanz y encontr que son estructuradas en lo que se llama una cascada, y cada cascada contiene 164 centrfugas.","I started to research scientific literature  on how these centrifuges  are actually built in Natanz  and found they are structured  in what is called a cascade,  and each cascade holds 164 centrifuges.","Start researching scientific literature about how these centrifuges are built in Natanz and found to be structured in what is called a waterfall, and each waterfall contains 164 centrifuges.",0.3791635879112012
"Eso tena sentido, haba una coincidencia.","So that made sense, that was a match.","That made sense, there was a coincidence.",0.5726880293059101
Y se puso mejor an.,And it even got better.,And he got better at it.,0.7598356856515925
Estas centrfugas en Irn estn divididas en 15 partes llamadas etapas.,"These centrifuges in Iran  are subdivided into 15, what is called, stages.",These centrifuges in Irn are divided into 15 parts called stages.,0.3029738853216793
Y adivinen qu encontramos en el cdigo de ataque?,And guess what we found in the attack code?,And guess what we found in the attack code?,1.0
Una estructura casi idntica.,An almost identical structure.,An almost identical structure.,1.0
"As que de nuevo, eso era una buena coincidencia.","So again, that was a real good match.","So again, that was a good coincidence.",0.5578002860768766
Esto nos dio mucha confianza en entender lo que tenamos entre manos.,And this gave us very high confidence for what we were looking at.,This gave us a lot of confidence in understanding what we had in hand.,0.4841524713034601
Para que no haya malentendidos: no fue as:,"Now don't get me wrong here, it didn't go like this.",So that there are no misunderstandings: it wasn't like:,0.46230595512422085
los resultados han sido obtenidos tras varias semanas de trabajo duro.,These results have been obtained  over several weeks of really hard labor.,the results have been obtained after several weeks of hard work.,0.3203558799120807
Habitualmente terminbamos en callejones sin salida y tenamos que volver a empezar.,And we often went into just a dead end  and had to recover.,We usually ended up in dead ends and we had to start over.,0.42311785416105785
"An as, descubrimos que ambas ojivas digitales apuntaban a un solo y mismo objetivo, pero desde diferentes ngulos.","Anyway, so we figured out  that both digital warheads  were actually aiming at one and the same target,  but from different angles.","An ace, we discovered that both digital warheads aimed at one and the same target, but from different angles.",0.5356351359095469
"La ojiva pequea est tomando una cascada, y haciendo girar los rotores y ralentizndolos, y la ojiva grande se comunica con seis cascadas y manipulando vlvulas.","The small warhead is taking one cascade,  and spinning up the rotors and slowing them down,  and the big warhead  is talking to six cascades  and manipulating valves.","The small warhead is taking a waterfall, and spinning the rotors and slowing them, and the large warhead communicates with six waterfalls and manipulating vlvulas.",0.268499984815099
"En suma, estamos muy confiados en que hemos determinado cul es el destinatario.","So in all, we are very confident  that we have actually determined what the target is.","In short, we are very confident that we have determined guilt is the target.",0.39916507923261174
"Es Natanz, y es slo Natanz.","It is Natanz, and it is only Natanz.","It's Natanz, and it's only Natanz.",0.5149052924789205
No debemos preocuparnos de que otros objetivos sean alcanzados por Stuxnet.,So we don't have to worry  that other targets  might be hit by Stuxnet.,We must not worry that other targets will be achieved by Stuxnet.,0.22179945921983915
"Aqu les muestro unas cosas muy interesantes que vimos, realmente me impresionaron.",Here's some very cool stuff that we saw --  really knocked my socks off.,"Here I show you some very interesting things that we saw, really impressed me.",0.4841524713034601
"Ah est la caja gris, y arriba se ven las centrfugas.","Down there is the gray box,  and on the top you see the centrifuges.","Ah, there's the gray box, and upstairs you can see the centrifuges.",0.2683544415402698
"Lo que esta cosa hace es interceptar los valores de entrada de los sensores por ejemplo, de los sensores de presin y los sensores de vibracin y provee cdigo legtimo, el cual todava ejecuta durante el ataque, con falsos datos de entrada.","Now what this thing does  is it intercepts the input values from sensors --  so for example, from pressure sensors  and vibration sensors --  and it provides legitimate program code,  which is still running during the attack,  with fake input data.","What this thing does is intercept the input values of the sensors for example, of the pressure sensors and the vibration sensors and provides legtimo code, which it still executes during the attack, with false input data.",0.2075891784330094
"Y, crase o no, estos datos de entrada falsos son pregrabados por Stuxnet.","And as a matter of fact, this fake input data  is actually prerecorded by Stuxnet.","And, crase or not, these false input data are pre-recorded by Stuxnet.",0.38641626060171524
"Es como en las pelculas de Hollywood donde, durante el robo, la cmara de seguridad se alimenta de video pregrabado.","So it's just like from the Hollywood movies  where during the heist,  the observation camera is fed with prerecorded video.","It's like in Hollywood movies where, during the robbery, the security camera feeds on pre-recorded video.",0.39573418216703893
Es genial eh?,"That's cool, huh?","That's great, huh?",0.9036020036098448
La idea aqu es obviamente no slo burlar a los operadores en el cuarto de control.,The idea here is obviously  not only to fool the operators in the control room.,The idea here is obviously not only to mock operators in the control room.,0.7285959997974691
Es realmente mucho ms peligrosa y agresiva.,It actually is much more dangerous and aggressive.,It's really much more dangerous and aggressive.,0.5329462628216854
La idea es burlar un sistema de seguridad digital.,The idea  is to circumvent a digital safety system.,The idea is to circumvent a digital security system.,0.7506238537503395
Necesitamos sistemas de seguridad digital donde un operador humano no podra actuar rpido.,We need digital safety systems  where a human operator could not act quick enough.,We need digital security systems where a human operator can't act fast.,0.36964463979752843
"Por ejemplo, en una planta de energa, cuando la gran turbina de vapor se pasa de velocidad, se deben abrir vlvulas de escape en un milisegundo.","So for example, in a power plant,  when your big steam turbine gets too over speed,  you must open relief valves within a millisecond.","For example, in an energa plant, when the large steam turbine is overspeeded, exhaust valves must be opened in a millisecond.",0.5091996654452335
"Obviamente, esto no puede hacerlo un operador humano.","Obviously, this cannot be done by a human operator.","Obviously, this cannot be done by a human operator.",1.0
All es donde necesitamos sistemas de seguridad digital.,So this is where we need digital safety systems.,All is where we need digital security systems.,0.47750342648354643
"Y cuando estn comprometidos, entonces pueden pasar cosas malas.","And when they are compromised,  then real bad things can happen.","And when they're engaged, then bad things can happen.",0.29538720207860764
La planta puede explotar.,Your plant can blow up.,The plant can explode.,0.49760938992507125
Y ni los operarios ni el sistema de seguridad lo notarn.,And neither your operators nor your safety system will notice it.,And neither the operators nor the security system notice.,0.4888290318657942
Eso asusta.,That's scary.,That's scary.,1.0
Pero puede ser peor.,But it gets worse.,But it can be worse.,0.6223329772884784
Lo que voy a decir es muy importante.,"And this is very important, what I'm going to say.",What I'm going to say is very important.,0.35798462525624836
Piensen en esto. Este ataque es genrico.,Think about this:  this attack is generic.,"Think about this, this attack is generic.",0.488923022434901
"No tiene nada que ver, especficamente, con centrfugas, con enriquecimiento de uranio.","It doesn't have anything to do, in specifics,  with centrifuges,  with uranium enrichment.","It has nothing to do, specifically, with centrifuges, with uranium enrichment.",0.34786351577524227
"Podra funcionar tambin, por ejemplo, en una planta de energa, o en una fbrica automotriz.","So it would work as well, for example,  in a power plant  or in an automobile factory.","It may also work, for example, in an energa plant, or in an automotive factory.",0.3312076918041707
Es genrico.,It is generic.,It's generic.,0.510029457493824
"Y no tienes (como atacante) que diseminar esta carga con una llave USB, como vimos en el caso de Stuxnet.","And you don't have -- as an attacker --  you don't have to deliver this payload  by a USB stick,  as we saw it in the case of Stuxnet.","And you don't have (as an attacker) to spread this charge with a USB key, as we saw in the case of Stuxnet.",0.26686166549069484
Tambin podras usar tecnologa convencional de gusanos para diseminarlo.,You could also use conventional worm technology for spreading.,You can also use conventional worm technology to spread it.,0.4111336169005197
Diseminarlo lo ms posible.,Just spread it as wide as possible.,Disseminate as much as possible.,0.4171622699855093
"Y si hicieras eso, con lo que terminaras es con una ciber-arma de destruccin masiva.","And if you do that,  what you end up with  is a cyber weapon of mass destruction.","And if you did that, what you ended up with is a massive cyber-weapon of destruction.",0.27820873196674356
Esa es la consecuencia que debemos enfrentar.,That's the consequence  that we have to face.,That is the consequence we must face.,0.481571310902054
"Desafortunadamente, el mayor nmero de objetivos para tales ataques no est en Medio Oriente.","So unfortunately,  the biggest number of targets for such attacks  are not in the Middle East.","Unfortunately, the largest number of targets for such attacks is not in the Middle East.",0.5452353574508253
Est en los Estados Unidos y en Japn.,They're in the United States and Europe and in Japan.,It's in the United States and Japn.,0.4004970149398301
Todas las reas verdes son espacios con gran nmero de objetivos.,"So all of the green areas,  these are your target-rich environments.",All green areas are spaces with a large number of targets.,0.7226568811456053
"Debemos enfrentar las consecuencias, y mejor que nos empecemos a preparar ahora.","We have to face the consequences,  and we better start to prepare right now.","We must face the consequences, and we better start preparing now.",0.4626266998613166
Gracias.,Thanks.,Thank you.,0.0
Chris Anderson: Tengo una pregunta.,Chris Anderson: I've got a question.,Chris Anderson: I have a question.,0.7186082239261684
"Ralph, se ha hecho pblico en muchos lados que la gente asume que el Mossad es la principal entidad detrs de esto.","Ralph, it's been quite widely reported  that people assume that Mossad  is the main entity behind this.","Ralph, it has become public on many sides that people assume that Mossad is the main entity behind this.",0.5520516129306315
Cul es tu opinin?,Is that your opinion?,Cul is your opinion?,0.6389431042462724
"Ralph Langnet: Okey, realmente quieren escuchar esto?","Ralph Langner: Okay, you really want to hear that?","Ralph Langnet: Okay, you really want to hear this?",0.6104735835807844
S. Okey.,Yeah. Okay.,S. Okey.,0.0
"Mi opinin es que el Mossad est involucrado, pero el motor no es Israel:","My opinion is that the Mossad is involved,  but that the leading force is not Israel.","My opinion is that Mossad is involved, but the engine is not Israel:",0.345576382124923
el motor detrs de esto es la superpotencia ciberntica.,So the leading force behind that  is the cyber superpower.,The engine behind this is the cyber superpower.,0.2846946938149361
"Existe una sola, y sa es los Estados Unidos, afortunadamente, afortunadamente.","There is only one,  and that's the United States --  fortunately, fortunately.","There is only one, and it is the United States, fortunately, fortunately.",0.4063798282013443
"Porque, de otro modo, nuestros problemas seran an mayores.","Because otherwise,  our problems would even be bigger.","Otherwise, our problems will be greater.",0.40293516672844226
"CA: Gracias por atemorizarnos. Gracias, Ralph.","CA: Thank you for scaring the living daylights out of us. Thank you, Ralph.","CA: Thank you for scaring us. Thank you, Ralph.",0.4289807392106131
Quiero que se imaginen un robot que se pueda llevar y que d habilidades sobrehumanas. u otro que haga que usuarios de sillas de ruedas se levanten y vuelvan a caminar.,"I want you now to imagine  a wearable robot  that gives you superhuman abilities,  or another one that takes wheelchair users  up standing and walking again.",I want you to imagine a robot that you can take and give superhuman skills or someone else that makes wheelchair users get up and walk again.,0.3283509382886223
"En ""Berkely Bionics"" llamamos a estos robots, exoesqueletos.",We at Berkeley Bionics  call these robots exoskeletons.,"In ""Berkely Bionics"" we call these robots, exoskeletons.",0.48109772909788073
"No son nada distinto de algo que se pone en la maana, le da a uno una gran fuerza, que adems le incrementa su velocidad, y le ayuda, por ejemplo, a manejar el equilibrio.","These are nothing else  than something that you put on in the morning,  and it will give you extra strength,  and it will further enhance your speed,  and it will help you, for instance, to manage your balance.","They are nothing other than something that gets in the morning, gives one a great strength, which also increases his speed, and helps him, for example, to manage the balance.",0.23338537670792955
En realidad es la integracin verdadera del hombre y la mquina.,It is actually the true integration  of the man and the machine.,It's actually the real integration of man and machine.,0.5265709210364286
Pero no solo eso - lo puede integrar y conectarlo con el universo y con otros entes exteriores.,But not only that --  it will integrate and network you  to the universe  and other devices out there.,But not only that - it can integrate it and connect it to the universe and to other outer entities.,0.26529518334824453
Esto no es una idea irreal.,This is just not some blue sky thinking.,This is not an unreal idea.,0.40293516672844226
"Para mostrarles ahora en lo que estamos trabajando comenzamos por hablar del soldado estadounidense que, en promedio, debe llevar sobre su espalda una carga de 45 kilos, y se le est exigiendo llevar an ms equipo.","To show you now what we are working on  by starting out talking about  the American soldier,  that on average does carry about 100 lbs. on their backs,  and they are being asked to carry more equipment.","To show you now what we are working on we begin by talking about the American soldier who, on average, must carry on his back a load of 45 kilos, and is being required to carry more equipment.",0.3556277724733222
"Obviamente, esto conduce a algunas complicaciones importantes - lesiones en la espalda, en el 30% de los soldados - con daos crnicos de espalda.","Obviously, this is resulting  in some major complications --  back injuries, 30 percent of them --  chronic back injuries.","Obviously, this leads to some major complications - back injuries, in 30% of soldiers - with back chronic daos.",0.29494729140780945
Decidimos contemplar este desafo y crear un exoesqueleto que pudiese ayudar a manejar el asunto.,So we thought we would look at this challenge  and create an exoskeleton  that would help deal with this issue.,We decided to contemplate this challenge and create an exoskeleton that could help manage the matter.,0.2998634479378894
Permtanme presentarles el HULC - o Porta Cargas Humano Universal,So let me now introduce to you HULC --  or the Human Universal  Load Carrier.,Let me introduce you to the Universal Human Load Carrier.,0.34107725495137897
Soldado: Con el exoesqueleto HULC puedo portar 90 kilos por terrenos variables durante muchas horas.,"Soldier: With the HULC exoskeleton,  I can carry 200 lbs. over varied terrain  for many hours.",Soldier: With the exoskeleton HULC I can carry 90 kilos on variable terrain for many hours.,0.28977907494497107
"Su diseo flexible, permite ponerse en cuclillas arrastrarse y ejecutar movimientos con gran agilidad.","Its flexible design allows for deep squats,  crawls and high-agility movements.",Its flexible design allows you to squat and run movements with great agility.,0.2044800736021839
"Percibe lo que quiero hacer, o a dnde quiero ir, y luego aumenta mi fuerza y mi resistencia.","It senses what I want to do, where I want to go,  and then augments my strength and endurance.","I sense what I want to do, or where I want to go, and then it increases my strength and my endurance.",0.49296643949535224
"Eythor Bender: Estamos listos, con nuestro socio industrial, para producir este aparato, este nuevo exoesqueleto, este ao.","Eythor Bender: We are ready with our industry partner  to introduce this device,  this new exoskeleton this year.","Eythor Bender: We are ready, with our industrial partner, to produce this device, this new exoskeleton, this year.",0.3262478546610938
"O sea, que es una realidad.",So this is for real.,"I mean, it's a reality.",0.0
"Volvamos ahora la mirada hacia los usuarios de sillas de ruedas, sobre lo que me siento particularmente apasionado.","Now let's turn our heads  towards the wheelchair users,  something that I'm particularly passionate about.","Let us now turn our gaze back to wheelchair users, about what I feel particularly passionate about.",0.28782231838054434
"Hay 68 millones de personas aproximadamente, en sillas de ruedas, en todo el mundo.",There are 68 million people  estimated to be in wheelchairs worldwide.,"There are approximately 68 million people, in wheelchairs, all over the world.",0.5246341022861458
Como un 1% de la poblacin total.,This is about one percent of the total population.,About 1% of the total population.,0.3081980909598119
Y este es un clculo realmente conservador.,And that's actually a conservative estimate.,And this is a really conservative clicle.,0.8091067115702212
